EID	massfeature_rows	str_row_ion	compounds	compound_names
E67	row433	row433_M-H2O+H[1+]	C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
E68	row146;row253	row146_M-H2O+H[1+];row253_M+H[1+]	CE2576	
E69	row21	row21_M+H[1+]	C04281;C04282;C02238;C01879	L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxo-L-proline$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
E73	row94	row94_M-H2O+H[1+]	C05828	Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate
E74	row433	row433_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E76	row267;row448	row267_M+H[1+];row448_M+H2O+H[1+]	C01595	Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid
E78	row68	row68_M-H2O+H[1+]	glac;C00072;C02670	D-glucurono-6,3-lactone$Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C$D-Glucuronolactone; Glucurone; Glucofuranurono-6,3-lactone; D-Glucurono-3,6-lactone; D-Glucurone
E86	row100	row100_M+H[1+]	C00785	Urocanate; Urocanic acid
E90	row534	row534_M+H[1+]	C00795;C00221;C00267;C00137;C00962;C00738;C00095;C00247;C00031;C00159;C00936;C01582;C02336;C00984;C00293;C00124	D-Tagatose; lyxo-Hexulose$beta-D-Glucose$alpha-D-Glucose$myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I$beta-D-Galactose$D-Hexose$D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose$L-Sorbose; L-xylo-Hexulose$D-Glucose; Grape sugar; Dextrose$D-Mannose; Mannose; Seminose; Carubinose$$Galactose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Galactose$Glucose$D-Galactose
E91	row19	row19_M+H[1+]	C00450;C04092	2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate$delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate
E94	row233	row233_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E96	row175	row175_M+Na[1+]	dmhptcrn	2,6 dimethylheptanoyl carnitine
E107	row348	row348_M-H2O+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E109	row21	row21_M-H2O+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E111	row109	row109_M-H2O+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E114	row236	row236_M+H[1+]	C02990	L-Palmitoylcarnitine
E121	row18	row18_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E129	row216	row216_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E130	row278;row340	row278_M(C13)+H[1+];row340_M+H[1+]	C05842;C05843	N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone$N1-Methyl-4-pyridone-5-carboxamide; N'-Methyl-4-pyridone-5-carboxamide; 1-Methyl-4-pyridone-3-carboximide
E134	row418;row473	row418_M-H2O+H[1+];row473_M-HCOOH+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine; L-Dopa; 3-Hydroxy-L-tyrosine; L-beta-(3,4-Dihydroxyphenyl)alanine; Levodopa; Dihydroxy-L-phenylalanine
E135	row131	row131_M-H2O+H[1+]	C05844	5-L-Glutamyl-taurine; 5-Glutamyl-taurine
E138	row393;row463;row510	row393_M+H[1+];row463_M-HCOOH+H[1+];row510_M(C13)+H[1+]	C00431;C00719;C00183	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate$L-Valine; 2-Amino-3-methylbutyric acid
E141	row330;row344;row356;row496	row330_M-HCOOH+H[1+];row344_M-C3H4O2+H[1+];row356_M-H4O2+H[1+];row496_M-H2O+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E142	row376	row376_M+H[1+]	gudac;C00581	Guanidinoacetate$Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid
E148	row151;row168;row222	row151_M+H[1+];row168_M-HCOOH+H[1+];row222_M(C13)+H[1+]	C00135	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid
E151	row168;row270;row288	row168_M-H4O2+H[1+];row270_M+H[1+];row288_M-NH3+H[1+]	C01035	4-Guanidinobutanoate
E155	row307;row344	row307_M+H[1+];row344_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E162	row156	row156_M+H[1+]	C00250	Pyridoxal
E165	row348	row348_M+H[1+]	C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
E166	row256	row256_M-H2O+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E169	row602	row602_M-H2O+H[1+]	C01183;C02735;C00483	N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol$Tyramine; 2-(p-Hydroxyphenyl)ethylamine
E170	row31;row581	row31_M+H2O+H[1+];row581_M+H[1+]	C02238	5-Oxo-L-proline
E181	row467;row574	row467_M-NH3+H[1+];row574_M+H[1+]	pcrn	propionyl-carnitine
E182	row152	row152_M+H[1+]	C04281;C04282;C02238;C01879	L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxo-L-proline$5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid
E183	row181;row576	row181_M+H[1+];row576_M-CO+H[1+]	C03087	5-Acetamidopentanoate
E185	row563	row563_M-H2O+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E187	row200;row341;row342;row566	row200_M-NH3+H[1+];row341_M(C13)+H[1+];row342_M+H[1+];row566_M+Na[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
E188	row593	row593_M-H2O+H[1+]	C01736;C05512	Nebularine; Purine riboside; N-D-Ribosylpurine$Deoxyinosine
E191	row405	row405_M+H[1+]	C02642;C00152	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine$L-Asparagine; 2-Aminosuccinamic acid
E195	row284;row287;row483	row284_M(C13)+H[1+];row287_M+H[1+];row483_M-HCOOH+H[1+]	C00407;C00123	L-Isoleucine; 2-Amino-3-methylvaleric acid$L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine
E198	row493	row493_M+H[1+]	C03214;C00441;C03508	2-Amino-3-oxobutanoate; 2-Amino-acetoacetate$L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
E200	row152	row152_M-H2O+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E203	row100	row100_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
E208	row207	row207_M+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E211	row87	row87_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E212	row7	row7_M+H[1+]	C04230	1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocholine; 2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine
E215	row339;row393	row339_M+H[1+];row393_M-CO+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E219	row296;row361	row296_M(C13)+H[1+];row361_M+H[1+]	pcrn	propionyl-carnitine
E221	row150;row346;row47	row150_M-H4O2+H[1+];row346_M-H2O+H[1+];row47_M+H[1+]	C00439	N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate
E223	row36	row36_M+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E227	row192;row560	row192_M+H[1+];row560_M+H2O+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E228	row322	row322_M+H[1+]	C00065;C00740	L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine$D-Serine
E233	row277	row277_M-H2O+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E234	row444	row444_M+H[1+]	C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
E235	row299;row350;row354;row413;row443	row299_M-HCOOH+H[1+];row350_M(S34)+H[1+];row354_M(C13)+H[1+];row413_M-NH3+H[1+];row443_M+H[1+]	C00073	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid
E237	row439;row557	row439_M+H[1+];row557_M(C13)+H[1+]	C00213;C00133;C00099;C00041	Sarcosine; N-Methylglycine$D-Alanine; D-2-Aminopropionic acid; D-Ala$beta-Alanine; 3-Aminopropionic acid; 3-Aminopropanoate$L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine
E238	row134;row166;row513	row134_M(C13)+H[1+];row166_M+H[1+];row513_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E239	row473	row473_M+H[1+]	CE5665	leukoaminochrome
E244	row573	row573_M+H[1+]	CE5308;CE5320	3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate$3-oxo-6(S)-hydroxy-tetradec-8Z-enoate
E250	row31	row31_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E254	row430;row453;row602	row430_M(C13)+H[1+];row453_M+H[1+];row602_M-HCOOH+H[1+]	C00079;CE2172	L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid$
E256	row534	row534_M+Na[1+]	CE4968;CE4970	isovalerylglycine$2-methylbutyrylglycine
E259	row69	row69_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E272	row428	row428_M-H2O+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E273	row401	row401_M+H[1+]	C02838	L-Octanoylcarnitine
E277	row207;row25	row207_M-CO+H[1+];row25_M+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E281	row228	row228_M+H[1+]	C00318	L-Carnitine; L-gamma-Trimethyl-beta-hydroxybutyrobetaine; Vitamin BT; 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt; Levocarnitine; (R)-Carnitine
E288	row42;row473	row42_M+H2O+H[1+];row473_M-H2O+H[1+]	C00547;C00314	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol$Pyridoxine; Pyridoxol
E293	row398	row398_M+H[1+]	C00312;C00310;C00508;C00181;C00259;C00309;CE5277;C00121	L-Xylulose; L-threo-Pentulose; L-Lyxulose$D-Xylulose; D-threo-Pentulose; D-Lyxulose$L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose$D-Xylose; Wood sugar$L-Arabinose; L-Arabinopyranose$D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose$aminochrome o-semiquinone$D-Ribose
E295	row138	row138_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E297	row603	row603_M-H2O+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E303	row70	row70_M+H[1+]	C06124	Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate
E304	row568	row568_M+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E309	row154	row154_M+H[1+]	C02229;C01888;C05665	3-Aminopropanal$Aminoacetone; 1-Amino-2-propanone$beta-Aminopropion aldehyde
E310	row352;row462;row517;row600	row352_M+Na[1+];row462_M+H[1+];row517_M(C13)+H[1+];row600_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E311	row545	row545_M+H[1+]	C00037	Glycine; Aminoacetic acid; Gly
E312	row24	row24_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E313	row334;row40	row334_M+H[1+];row40_M(C13)+H[1+]	C00108	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate
E314	row245;row417	row245_M(C13)+H[1+];row417_M+H[1+]	C05543	3-Dehydroxycarnitine
E316	row150;row346	row150_M+H[1+];row346_M+H2O+H[1+]	C00785	Urocanate; Urocanic acid
E317	row465	row465_M+H[1+]	C00785	Urocanate; Urocanic acid
E328	row72	row72_M+H[1+]	CE2026	3-methylcrotonoylglycine
E330	row372	row372_M+H[1+]	C00166;C02763;C00811;C05838	Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate$enol-Phenylpyruvate; enol-Phenylpyruvic acid; enol-alpha-Ketohydrocinnamic acid; 2-Hydroxy-3-phenylpropenoate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$cis-2-Hydroxycinnamate; 2-Coumarinate
E333	row453	row453_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E334	row276;row31;row33;row468;row581	row276_M-CO+H[1+];row31_M+H[1+];row33_M(C13)+H[1+];row468_M-HCOOH+H[1+];row581_M-H2O+H[1+]	C05938;C00217;C00025	L-4-Hydroxyglutamate semialdehyde$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
E336	row201;row345	row201_M(C13)+H[1+];row345_M+H[1+]	C01026;C01205;C02356;C00334;C03284;C05145	N,N-Dimethylglycine; Dimethylglycine$(R)-3-Amino-2-methylpropanoate; D-3-Amino-isobutanoate$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid$L-3-Amino-isobutanoate; (S)-3-Amino-isobutyrate; L-3-Amino-isobutyrate; (S)-3-Amino-isobutanoate; (S)-3-Amino-2-methylpropanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate
E337	row570	row570_M+H[1+]	C00951	Estradiol-17beta; beta-Estradiol; Estradiol
E339	row89	row89_M+Na[1+]	CE5920	
E346	row461	row461_M+H[1+]	elaidcrn;vacccrn;odecrn	Elaidic carnitine$Vaccenyl carnitine$octadecenoyl carnitine
E357	row458	row458_M+H[1+]	CE1944	1-pyrroline
E359	row112	row112_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E364	row151;row270	row151_M-H2O+H[1+];row270_M-CO+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E368	row418;row473	row418_M+H[1+];row473_M-CO+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E374	row435;row455;row477	row435_M+H[1+];row455_M-NH3+H[1+];row477_M-H2O+H[1+]	pcrn	propionyl-carnitine
E380	row550	row550_M-H2O+H[1+]	C00931	Porphobilinogen
E382	row89	row89_M-H2O+H[1+]	CE1926	gama-carboxyethyl-hydroxychroman
E385	row181;row42;row473;row543	row181_M-CO+H[1+];row42_M+H[1+];row473_M-H4O2+H[1+];row543_M-CO2+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E396	row183;row353	row183_M+H[1+];row353_M+H2O+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E398	row133	row133_M+H[1+]	C05828	Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate
E406	row60	row60_M-H2O+H[1+]	C05519;C00188	L-Allothreonine; L-allo-Threonine$L-Threonine; 2-Amino-3-hydroxybutyric acid
E410	row129;row445	row129_M+H[1+];row445_M(C13)+H[1+]	C05642;C04148	Formyl-N-acetyl-5-methoxykynurenamine$alpha-N-Phenylacetyl-L-glutamine
E413	row520	row520_M-H2O+H[1+]	C00077;C01602;C00515	L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate$D-Ornithine
E414	row309;row435;row477	row309_M-NH3+H[1+];row435_M+H2O+H[1+];row477_M+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E417	row161;row324	row161_M-CO+H[1+];row324_M+H[1+]	C05588	L-Metanephrine
E418	row251;row497;row61	row251_M-CO+H[1+];row497_M+H2O+H[1+];row61_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E419	row353	row353_M+Na[1+]	C06178	1-Methylpyrrolinium
E423	row462;row600	row462_M+H2O+H[1+];row600_M+H[1+]	C00791	
E425	row418;row534	row418_M[1+];row534_M+H[1+]	C13747;CE5541;C07480	1,7-Dimethylxanthine; Paraxanthine$adrenochrome o-semiquinone$
E436	row347	row347_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E439	row81	row81_M-H2O+H[1+]	C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
E441	row247	row247_M+Na[1+]	C00390	Ubiquinol; QH2; CoQH2
E443	row104;row23	row104_M[1+];row23_M+H[1+]	C00763;CE4788;C00148	D-Proline$acetamidopropanal$L-Proline; 2-Pyrrolidinecarboxylic acid
E451	row94	row94_M+H[1+]	C00153	Nicotinamide; Nicotinic acid amide; Niacinamide; Vitamin PP
E452	row216;row379	row216_M+H[1+];row379_M[1+]	C00785	Urocanate; Urocanic acid
E454	row144	row144_M+H[1+]	C03239;C04076;C02946	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$4-Acetamidobutanoate; N4-Acetylaminobutanoate
E465	row256	row256_M+H[1+]	C03564;C03912	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate$(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
E467	row105;row195;row68	row105_M(C13)+H[1+];row195_M+H[1+];row68_M+Na[1+]	C01620	
E473	row537	row537_M+H[1+]	C02727	N6-Acetyl-L-lysine
E475	row115	row115_M+H[1+]	C06124	Sphingosine 1-phosphate; Sphing-4-enine 1-phosphate
E477	row199;row98	row199_M+H[1+];row98_M+H2O+H[1+]	C05587;C07453	3-Methoxytyramine$Epinine; Deoxyepinephrine
E478	row356;row484;row496;row553	row356_M+H[1+];row484_M-CO+H[1+];row496_M+H2O+H[1+];row553_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E479	row286	row286_M+H[1+]	C00378	Thiamin; Thiamine; Vitamin B1; Aneurin; Antiberiberi factor
E480	row124	row124_M-H2O+H[1+]	C00430;C03440;C01165;C01157;C01110	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E481	row409	row409_M-H2O+H[1+]	C00047	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
E488	row147	row147_M+H[1+]	lnlccrn;lneldccrn	Linoleyl carnitine$Linoelaidyl carnitine
E490	row157	row157_M+H[1+]	C00632	3-Hydroxyanthranilate; 3-Hydroxyanthranilic acid
E492	row568	row568_M+Na[1+]	C02442;C03711	N-Methyltyramine$N-Methylphenylethanolamine
E501	row254	row254_M+H[1+]	C00819;C00064;C05100	D-Glutamine; D-2-Aminoglutaramic acid$L-Glutamine; L-2-Aminoglutaramic acid$3-Ureidoisobutyrate
E506	row347	row347_M-H2O+H[1+]	C06102;C03465;C00233	Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate$4-Methyl-2-oxopentanoate; 2-Oxoisocaproate
E512	row112;row136;row142	row112_M-NH3+H[1+];row136_M+H[1+];row142_M(C13)+H[1+]	C00078;C00525	L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid$D-Tryptophan
