pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Aminosugars metabolism	6	10	0.0225191160407	E95,E574,E432,E512,E449,E126	C00217/C05938/C00025,C00217/C05938/C00025,C00819/C00064/C05100,C00217/C05938/C00025,C00217/C05938/C00025,C00329	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamine; D-2-Aminoglutaramic acid/L-Glutamine; L-2-Aminoglutaramic acid/3-Ureidoisobutyrate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
Vitamin B9 (folate) metabolism	4	6	0.0289891605747	E95,E574,E449,E512	C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
Keratan sulfate degradation	2	2	0.0306696916226	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Glycosphingolipid biosynthesis - ganglioseries	2	2	0.0306696916226	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
N-Glycan biosynthesis	2	2	0.0306696916226	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Glycolysis and Gluconeogenesis	2	2	0.0306696916226	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Glycosphingolipid biosynthesis - globoseries	2	2	0.0306696916226	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
N-Glycan Degradation	2	2	0.0306696916226	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Phosphatidylinositol phosphate metabolism	2	2	0.0306696916226	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Starch and Sucrose Metabolism	2	2	0.0306696916226	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Carnitine shuttle	7	13	0.0333585412991	E558,E627,E585,E80,E246,E102,E685	c226crn,dcsptn1crn/clpndcrn,pcrn,tmndnccrn,tetpent3crn/tetpent6crn,lnlccrn/lneldccrn,dcsptn1crn/clpndcrn	cervonyl carnitine$docosa-4,7,10,13,16-pentaenoyl carnitine/clupanodonyl carnitine$propionyl-carnitine$Timnodonyl carnitine$tetracosapentaenoyl carnitine/tetracosapentaenoyl carnitine$Linoleyl carnitine/Linoelaidyl carnitine$docosa-4,7,10,13,16-pentaenoyl carnitine/clupanodonyl carnitine
Beta-Alanine metabolism	5	9	0.0511721704058	E574,E95,E28,E449,E512	C00217/C05938/C00025,C00217/C05938/C00025,,C00217/C05938/C00025,C00217/C05938/C00025	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
Hexose phosphorylation	3	5	0.0838584992858	E358,E515,E126	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00329	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
Vitamin B3 (nicotinate and nicotinamide) metabolism	5	10	0.0896563314007	E432,E95,E574,E449,E512	C00819/C00064/C05100,C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025,C00217/C05938/C00025	D-Glutamine; D-2-Aminoglutaramic acid/L-Glutamine; L-2-Aminoglutaramic acid/3-Ureidoisobutyrate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-4-Hydroxyglutamate semialdehyde/L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
Sialic acid metabolism	2	3	0.0965465086967	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Galactose metabolism	2	3	0.0965465086967	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Chondroitin sulfate degradation	2	3	0.0965465086967	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
Fructose and mannose metabolism	2	3	0.0965465086967	E358,E515	C00795/C13747/C00221/C00095/C00267/C07480/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124,C00795/C00221/C00095/C00267/C00137/C00738/C00962/C00247/C00984/C00031/C00936/C01582/C00159/C02336/C00293/C00124	D-Tagatose; lyxo-Hexulose/1,7-Dimethylxanthine; Paraxanthine/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose//myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose$D-Tagatose; lyxo-Hexulose/beta-D-Glucose/D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose/alpha-D-Glucose/myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I/D-Hexose/beta-D-Galactose/L-Sorbose; L-xylo-Hexulose/alpha-D-Galactose/D-Glucose; Grape sugar; Dextrose//Galactose/D-Mannose; Mannose; Seminose; Carubinose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/Glucose/D-Galactose
